Nº PARTE,FECHA,AÑO,MES,RANGO HORARIO,DIA SEMANA,DISTRITO,LUGAR ACCIDENTE,TIPO ACCIDENTE,Nº VICTIMAS *,CPFA Granizo,CPFA Hielo,CPFA Lluvia,CPFA Niebla,CPFA Seco,CPFA Nieve,CPSV Mojada,CPSV Aceite,CPSV Barro,CPSV Grava Suelta,CPSV Hielo,CPSV Seca Y Limpia,GRAVE,N_PERSONAS_IMPLICADAS,INCLUYE_PEATON,INCLUYE_MOTO,INCLUYE_BICI,INCLUYE_EDAD_RIESGO,HORA,ES_FINDE,ES_CRUCE,TIPO_VIA,N_VICTIMAS_LOG
2014/9503,2014-10-21,2014,10,DE 16:00 A 16:59,MARTES,ARGANZUELA,CALLE DEL GENERAL PALANCA - PASEO DE SANTA MARIA DE LA CABEZA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,16,0,1,PASEO,0.6931471805599453
2014/9500,2014-10-21,2014,10,DE 16:00 A 16:59,MARTES,PUENTE DE VALLECAS,RONDA  SUR NUM,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,16,0,0,RONDA,0.6931471805599453
2014/9502,2014-10-21,2014,10,DE 18:00 A 18:59,MARTES,MONCLOA-ARAVACA,AVENIDA DE MIRAFLORES - CALLE DE SINESIO DELGADO,COLISIÓN DOBLE,3,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,18,0,1,AVENIDA,1.3862943611198906
2014/9512,2014-10-21,2014,10,DE 19:00 A 19:59,MARTES,LATINA,PASEO DE EXTREMADURA - PLAZA DE LA PUERTA DEL ANGEL,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,19,0,1,PASEO,0.6931471805599453
2014/9474,2014-10-21,2014,10,DE 20:00 A 20:59,MARTES,BARAJAS,CALLE DE PINOS DE OSUNA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,20,0,0,CALLE,0.6931471805599453
2014/9473,2014-10-21,2014,10,DE 20:00 A 20:59,MARTES,CHAMARTIN,AVENIDA DE PIO XII NUM,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,20,0,0,AVENIDA,1.0986122886681098
2014/9509,2014-10-21,2014,10,DE 20:00 A 20:59,MARTES,CHAMBERI,CALLE DE LA PRINCESA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,20,0,0,CALLE,0.6931471805599453
2014/9511,2014-10-21,2014,10,DE 20:00 A 20:59,MARTES,CHAMBERI,PLAZA DEL CONDE DEL VALLE DE SUCHIL NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,20,0,0,PLAZA,0.6931471805599453
2014/9504,2014-10-21,2014,10,DE 20:00 A 20:59,MARTES,PUENTE DE VALLECAS,AVENIDA DE LA ALBUFERA NUM,CAÍDA VIAJERO BUS,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,20,0,0,AVENIDA,0.6931471805599453
2014/9476,2014-10-21,2014,10,DE 21:00 A 21:59,MARTES,CHAMBERI,CALLE DE BRAVO MURILLO - CALLE DE CEA BERMUDEZ,COLISIÓN DOBLE,5,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,21,0,1,CALLE,1.791759469228055
2014/9538,2014-10-21,2014,10,DE 21:00 A 21:59,MARTES,TETUAN,CALLE DE LAS AZUCENAS - CALLE DE MÜLLER,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,21,0,1,CALLE,0.6931471805599453
2014/9516,2014-10-21,2014,10,DE 22:00 A 22:59,MARTES,USERA,CALLE DE ANTONIO LOPEZ - GLORIETA DE CADIZ,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,22,0,1,GLORIETA,0.6931471805599453
2014/9480,2014-10-21,2014,10,DE 23:00 A 23:59,MARTES,CARABANCHEL,CALLE DE SALLABERRY - CALLE DEL GENERAL RICARDOS,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,23,0,1,CALLE,1.0986122886681098
2014/9734,2014-10-22,2014,10,DE 8:00 A 8:59,MIERCOLES,CARABANCHEL,CALLE DEL VALLE DE ORO NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,8,0,0,CALLE,0.6931471805599453
2014/9495,2014-10-22,2014,10,DE 8:00 A 8:59,MIERCOLES,CIUDAD LINEAL,CALLE DE ARTURO SORIA - CALLE DE LA DALIA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,0,8,0,1,CALLE,0.6931471805599453
2014/9535,2014-10-22,2014,10,DE 8:00 A 8:59,MIERCOLES,TETUAN,AVENIDA DE PABLO IGLESIAS - CALLE DE NUMANCIA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,8,0,1,AVENIDA,0.6931471805599453
2014/9492,2014-10-22,2014,10,DE 9:00 A 9:59,MIERCOLES,CENTRO,CALLE  GRAN VIA - CALLE DEL CLAVEL,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,1,9,0,1,CALLE,0.6931471805599453
2014/9526,2014-10-22,2014,10,DE 9:00 A 9:59,MIERCOLES,CHAMARTIN,CALLE DE FRANCISCO SILVELA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,9,0,0,CALLE,0.6931471805599453
2014/9531,2014-10-22,2014,10,DE 9:00 A 9:59,MIERCOLES,SALAMANCA,AVENIDA DE AMERICA - CALLE DE FRANCISCO SILVELA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,9,0,1,AVENIDA,0.6931471805599453
2014/9498,2014-10-22,2014,10,DE 10:00 A 10:59,MIERCOLES,LATINA,CALLE DE LA OCA - CALLE DEL HALCON,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,10,0,1,CALLE,0.6931471805599453
2014/9496,2014-10-22,2014,10,DE 10:00 A 10:59,MIERCOLES,SALAMANCA,AUTOVIA  M-30 CALZADA 1 KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,10,0,0,AUTOVIA,0.6931471805599453
2014/9528,2014-10-22,2014,10,DE 11:00 A 11:59,MIERCOLES,CHAMARTIN,CALLE DE RAFAEL SALGADO - PASEO DE LA CASTELLANA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,11,0,1,PASEO,0.6931471805599453
2014/9534,2014-10-22,2014,10,DE 11:00 A 11:59,MIERCOLES,CHAMBERI,CALLE DE BRAVO MURILLO - CALLE DE MAUDES,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,11,0,1,CALLE,1.0986122886681098
2014/9539,2014-10-22,2014,10,DE 11:00 A 11:59,MIERCOLES,MONCLOA-ARAVACA,AVENIDA DE PUERTA DE HIERRO KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,11,0,0,AVENIDA,0.6931471805599453
2014/9540,2014-10-22,2014,10,DE 11:00 A 11:59,MIERCOLES,VILLA DE VALLECAS,AVENIDA DE SANTA EUGENIA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,11,0,0,AVENIDA,0.6931471805599453
2014/9537,2014-10-22,2014,10,DE 12:00 A 12:59,MIERCOLES,CHAMBERI,CALLE DE JOSE ABASCAL NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,1,12,0,0,CALLE,0.6931471805599453
2014/9536,2014-10-22,2014,10,DE 12:00 A 12:59,MIERCOLES,SALAMANCA,CALLE DE VELAZQUEZ NUM,COLISIÓN DOBLE,3,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,12,0,0,CALLE,1.3862943611198906
2014/9510,2014-10-22,2014,10,DE 14:00 A 14:59,MIERCOLES,PUENTE DE VALLECAS,AUTOVIA  M-40 KM.,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,14,0,0,AUTOVIA,0.6931471805599453
2014/9550,2014-10-22,2014,10,DE 15:00 A 15:59,MIERCOLES,ARGANZUELA,PASEO DEL DOCTOR VALLEJO NAGERA NUM,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,15,0,0,PASEO,0.6931471805599453
2014/9518,2014-10-22,2014,10,DE 15:00 A 15:59,MIERCOLES,FUENCARRAL-EL PARDO,AUTOVIA  M-30 CALZADA 1 KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,15,0,0,AUTOVIA,0.6931471805599453
2014/9514,2014-10-22,2014,10,DE 16:00 A 16:59,MIERCOLES,CHAMARTIN,AUTOVIA  M-30 CALZADA 1 - PASEO DE LA CASTELLANA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,16,0,1,AUTOVIA,0.6931471805599453
2014/9546,2014-10-22,2014,10,DE 16:00 A 16:59,MIERCOLES,LATINA,PASEO DE EXTREMADURA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,16,0,0,PASEO,0.6931471805599453
2014/9515,2014-10-22,2014,10,DE 16:00 A 16:59,MIERCOLES,MONCLOA-ARAVACA,PASEO DE LA FLORIDA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,0,16,0,0,PASEO,0.6931471805599453
2014/9551,2014-10-22,2014,10,DE 16:00 A 16:59,MIERCOLES,PUENTE DE VALLECAS,AUTOVIA  M-30 CALZADA 2 KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,16,0,0,AUTOVIA,0.6931471805599453
2014/9520,2014-10-22,2014,10,DE 17:00 A 17:59,MIERCOLES,CHAMARTIN,CALLE DE CARTAGENA - CALLE DE LUIS CABRERA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,17,0,1,CALLE,0.6931471805599453
2014/9552,2014-10-22,2014,10,DE 17:00 A 17:59,MIERCOLES,LATINA,CARRIL  ANILLO VERDE CICLISTA KM.,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,1,17,0,0,OTROS,0.6931471805599453
2014/9690,2014-10-22,2014,10,DE 17:00 A 17:59,MIERCOLES,TETUAN,CALLE DE SINESIO DELGADO - CALLE DEL CAPITAN BLANCO ARGIBAY,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,17,0,1,CALLE,0.6931471805599453
2014/9517,2014-10-22,2014,10,DE 18:00 A 18:59,MIERCOLES,CARABANCHEL,CALLE DE LA ALEGRIA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,18,0,0,CALLE,0.6931471805599453
2014/9544,2014-10-22,2014,10,DE 18:00 A 18:59,MIERCOLES,PUENTE DE VALLECAS,CALLE DE LA CENICIENTA - CALLE DE MOGAMBO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,18,0,1,CALLE,0.6931471805599453
2014/9519,2014-10-22,2014,10,DE 18:00 A 18:59,MIERCOLES,RETIRO,PASEO DEL PRADO - PLAZA DE CANOVAS DEL CASTILLO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,18,0,1,PASEO,0.6931471805599453
2014/9547,2014-10-22,2014,10,DE 18:00 A 18:59,MIERCOLES,SALAMANCA,CALLE DE ALCALA NUM,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,18,0,0,CALLE,0.6931471805599453
2014/9562,2014-10-22,2014,10,DE 19:00 A 19:59,MIERCOLES,CHAMBERI,CALLE DE LUCIO DEL VALLE - CALLE DE VALLEHERMOSO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,19,0,1,CALLE,0.6931471805599453
2014/9548,2014-10-22,2014,10,DE 19:00 A 19:59,MIERCOLES,FUENCARRAL-EL PARDO,CALLE DE AZOFRA NUM,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,19,0,0,CALLE,1.0986122886681098
2014/9522,2014-10-22,2014,10,DE 20:00 A 20:59,MIERCOLES,CIUDAD LINEAL,AVENIDA DE AMERICA KM.,COLISIÓN MÚLTIPLE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,1,0,0,20,0,0,AVENIDA,0.6931471805599453
2014/9555,2014-10-22,2014,10,DE 20:00 A 20:59,MIERCOLES,FUENCARRAL-EL PARDO,AVENIDA DE SANTO DOMINGO DE LA CALZADA - CALLE DE CAPISCOL,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,20,0,1,AVENIDA,0.6931471805599453
2014/9545,2014-10-22,2014,10,DE 20:00 A 20:59,MIERCOLES,FUENCARRAL-EL PARDO,CALLE DE AFUERAS A VALVERDE - CALLE DE SOTO DEL REAL,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,20,0,1,CALLE,0.6931471805599453
2014/9561,2014-10-22,2014,10,DE 20:00 A 20:59,MIERCOLES,PUENTE DE VALLECAS,CALLE DE DIEGO MANCHADO - CALLE DE SANTIAGO ALIO,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,20,0,1,CALLE,0.6931471805599453
2014/9549,2014-10-22,2014,10,DE 20:00 A 20:59,MIERCOLES,SALAMANCA,CALLE DE SALUSTIANO OLOZAGA - PLAZA DE LA INDEPENDENCIA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,20,0,1,CALLE,0.6931471805599453
2014/9524,2014-10-22,2014,10,DE 20:00 A 20:59,MIERCOLES,TETUAN,AVENIDA DE ASTURIAS - CALLE DEL CAÑAVERAL,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,1,0,0,20,0,1,AVENIDA,0.6931471805599453
2014/9560,2014-10-22,2014,10,DE 21:00 A 21:59,MIERCOLES,CARABANCHEL,CALLE DE EUGENIA DE MONTIJO NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,21,0,0,CALLE,0.6931471805599453
2014/9523,2014-10-22,2014,10,DE 21:00 A 21:59,MIERCOLES,HORTALEZA,CALLE DEL PRINCIPE CARLOS NUM,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,21,0,0,CALLE,0.6931471805599453
2014/9565,2014-10-22,2014,10,DE 21:00 A 21:59,MIERCOLES,VICALVARO,BULEVAR DE JOSE PRAT NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,0,1,21,0,0,OTROS,0.6931471805599453
2014/9615,2014-10-22,2014,10,DE 22:00 A 22:59,MIERCOLES,CARABANCHEL,CALLE  VIA LUSITANA - PLAZA DE FERNANDEZ LADREDA,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,22,0,1,CALLE,0.6931471805599453
2014/9558,2014-10-22,2014,10,DE 22:00 A 22:59,MIERCOLES,FUENCARRAL-EL PARDO,CALLE DE FERMIN CABALLERO - CALLE DE LA ISLA DE TABARCA,COLISIÓN DOBLE,3,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,22,0,1,CALLE,1.3862943611198906
2014/9527,2014-10-22,2014,10,DE 22:00 A 22:59,MIERCOLES,SAN BLAS,CALLE DE AQUILES - CALLE DE LUCANO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,22,0,1,CALLE,0.6931471805599453
2014/9530,2014-10-22,2014,10,DE 22:00 A 22:59,MIERCOLES,TETUAN,CALLE DE SOR ANGELA DE LA CRUZ - SUBTERRANEO,CAÍDA CICLOMOTOR,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,22,0,1,CALLE,0.6931471805599453
2014/9661,2014-10-22,2014,10,DE 23:00 A 23:59,MIERCOLES,HORTALEZA,AVENIDA DE MANOTERAS NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,23,0,0,AVENIDA,0.6931471805599453
2014/9583,2014-10-23,2014,10,DE 8:00 A 8:59,JUEVES,CHAMBERI,CALLE DE MARIA DE GUZMAN - CALLE DE ROBLEDILLO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,8,0,1,CALLE,0.6931471805599453
2014/9582,2014-10-23,2014,10,DE 8:00 A 8:59,JUEVES,HORTALEZA,AVENIDA DE NICETO ALCALA ZAMORA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,8,0,0,AVENIDA,0.6931471805599453
2014/9579,2014-10-23,2014,10,DE 8:00 A 8:59,JUEVES,HORTALEZA,CALLE DE ALCORISA - CALLE DE SILVANO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,8,0,1,CALLE,0.6931471805599453
2014/9533,2014-10-23,2014,10,DE 8:00 A 8:59,JUEVES,HORTALEZA,CALLE DE LOS PADRES DOMINICOS NUM,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,8,0,0,CALLE,0.6931471805599453
2014/9542,2014-10-23,2014,10,DE 8:00 A 8:59,JUEVES,SAN BLAS,CALLE DE ALCALA NUM,COLISIÓN MÚLTIPLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,8,0,0,CALLE,1.0986122886681098
2014/9532,2014-10-23,2014,10,DE 9:00 A 9:59,JUEVES,ARGANZUELA,AVENIDA DE ENTREVIAS - CALLE DE MENDEZ ALVARO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,9,0,1,AVENIDA,0.6931471805599453
2014/9543,2014-10-23,2014,10,DE 9:00 A 9:59,JUEVES,CIUDAD LINEAL,AVENIDA DE BADAJOZ - CALLE DE ALBACETE,CAÍDA MOTOCICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,9,0,1,AVENIDA,0.6931471805599453
2014/9572,2014-10-23,2014,10,DE 9:00 A 9:59,JUEVES,MONCLOA-ARAVACA,CALLE DE LA PRINCESA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,9,0,0,CALLE,0.6931471805599453
2014/9699,2014-10-23,2014,10,DE 9:00 A 9:59,JUEVES,TETUAN,AVENIDA DEL GENERAL PERON - PLAZA DE LIMA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,9,0,1,AVENIDA,0.6931471805599453
2014/9737,2014-10-23,2014,10,DE 9:00 A 9:59,JUEVES,TETUAN,CALLE DE SAN BENITO - PASEO DE LA CASTELLANA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,9,0,1,PASEO,0.6931471805599453
2014/9600,2014-10-23,2014,10,DE 10:00 A 10:59,JUEVES,BARAJAS,COMPLEJO  AEROPUERTO DE BARAJAS,COLISIÓN DOBLE,3,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,10,0,0,OTROS,1.3862943611198906
2014/9541,2014-10-23,2014,10,DE 10:00 A 10:59,JUEVES,CHAMARTIN,AVENIDA DE BURGOS - CALLE DE BUGANVILLA,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0,1,AVENIDA,0.6931471805599453
2014/9584,2014-10-23,2014,10,DE 10:00 A 10:59,JUEVES,FUENCARRAL-EL PARDO,CALLE DE NURIA NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,10,0,0,CALLE,0.6931471805599453
2014/9772,2014-10-23,2014,10,DE 10:00 A 10:59,JUEVES,TETUAN,CALLE DE ORENSE - CALLE DEL GENERAL MARGALLO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,10,0,1,CALLE,0.6931471805599453
2014/9580,2014-10-23,2014,10,DE 12:00 A 12:59,JUEVES,FUENCARRAL-EL PARDO,AVENIDA DE BETANZOS - AVENIDA DE LA ILUSTRACION,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,12,0,1,AVENIDA,0.6931471805599453
2014/9586,2014-10-23,2014,10,DE 12:00 A 12:59,JUEVES,FUENCARRAL-EL PARDO,AVENIDA DEL VENTISQUERO DE LA CONDESA - CALLE DEL MIRADOR DE LA REINA,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,12,0,1,AVENIDA,0.6931471805599453
2014/9597,2014-10-23,2014,10,DE 12:00 A 12:59,JUEVES,RETIRO,CALLE DE ALCALA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,12,0,0,CALLE,0.6931471805599453
2014/9591,2014-10-23,2014,10,DE 13:00 A 13:59,JUEVES,MORATALAZ,AUTOVIA  M-23 ENTRADA KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,13,0,0,AUTOVIA,0.6931471805599453
2014/9590,2014-10-23,2014,10,DE 13:00 A 13:59,JUEVES,PUENTE DE VALLECAS,AVENIDA DE LA ALBUFERA NUM,COLISIÓN MÚLTIPLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,13,0,0,AVENIDA,1.0986122886681098
2014/9867,2014-10-23,2014,10,DE 14:00 A 14:59,JUEVES,CENTRO,CALLE DE LOPEZ SILVA - CALLE DE TOLEDO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,14,0,1,CALLE,0.6931471805599453
2014/9587,2014-10-23,2014,10,DE 14:00 A 14:59,JUEVES,CHAMARTIN,PLAZA DE CUZCO,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,14,0,0,PLAZA,1.0986122886681098
2014/9593,2014-10-23,2014,10,DE 14:00 A 14:59,JUEVES,VILLAVERDE,CALLE DEL TALCO NUM,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,14,0,0,CALLE,1.0986122886681098
2014/9745,2014-10-23,2014,10,DE 15:00 A 15:59,JUEVES,CIUDAD LINEAL,CALLE DE ARTURO SORIA - CALLE DE JOSE DEL HIERRO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,15,0,1,CALLE,0.6931471805599453
2014/9553,2014-10-23,2014,10,DE 15:00 A 15:59,JUEVES,RETIRO,AUTOVIA  M-30 CALZADA 1 KM.,COLISIÓN MÚLTIPLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,15,0,0,AUTOVIA,0.6931471805599453
2014/9617,2014-10-23,2014,10,DE 16:00 A 16:59,JUEVES,ARGANZUELA,PASEO DE PONTONES - PLAZA DE FRANCISCO MORANO,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,16,0,1,PASEO,0.6931471805599453
2014/9564,2014-10-23,2014,10,DE 16:00 A 16:59,JUEVES,MONCLOA-ARAVACA,CALLE DE FERRAZ - CALLE DE ROMERO ROBLEDO,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,1,16,0,1,CALLE,0.6931471805599453
2014/9607,2014-10-23,2014,10,DE 16:00 A 16:59,JUEVES,PUENTE DE VALLECAS,AUTOVIA  A-4 SALIDA KM.,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,16,0,0,AUTOVIA,0.6931471805599453
2014/9557,2014-10-23,2014,10,DE 16:00 A 16:59,JUEVES,PUENTE DE VALLECAS,AVENIDA DE LA ALBUFERA NUM,COLISIÓN MÚLTIPLE,3,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,16,0,0,AVENIDA,1.3862943611198906
2014/9775,2014-10-23,2014,10,DE 16:00 A 16:59,JUEVES,TETUAN,PASEO DE LA CASTELLANA NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,16,0,0,PASEO,0.6931471805599453
2014/9618,2014-10-23,2014,10,DE 16:00 A 16:59,JUEVES,USERA,CALLE DE ANTONIO LOPEZ - CALLE DEL VADO,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,16,0,1,CALLE,0.6931471805599453
2014/9566,2014-10-23,2014,10,DE 17:00 A 17:59,JUEVES,CARABANCHEL,CALLE DE ANTONIO LOPEZ NUM,COLISIÓN DOBLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,17,0,0,CALLE,0.6931471805599453
2014/9563,2014-10-23,2014,10,DE 17:00 A 17:59,JUEVES,TETUAN,CALLE DEL MARQUES DE VIANA - PASEO DE LA DIRECCION,COLISIÓN DOBLE,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,17,0,1,PASEO,1.0986122886681098
2014/9570,2014-10-23,2014,10,DE 18:00 A 18:59,JUEVES,VILLAVERDE,AVENIDA DE LOS ROSALES - CALLE DEL ZAFIRO,COLISIÓN MÚLTIPLE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,18,0,1,AVENIDA,0.6931471805599453
2014/9620,2014-10-23,2014,10,DE 19:00 A 19:59,JUEVES,CARABANCHEL,GLORIETA DEL VALLE DE ORO NUM,ATROPELLO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,19,0,0,GLORIETA,0.6931471805599453
2014/9567,2014-10-23,2014,10,DE 19:00 A 19:59,JUEVES,CHAMARTIN,AVENIDA DE RAMON Y CAJAL NUM,CHOQUE CON OBJETO FIJO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,19,0,0,AVENIDA,0.6931471805599453
2014/9602,2014-10-23,2014,10,DE 19:00 A 19:59,JUEVES,MONCLOA-ARAVACA,PASEO DEL EMBARCADERO NUM,CAÍDA BICICLETA,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,19,0,0,PASEO,0.6931471805599453
